tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,breed,favorite_count,retweet_count
666337882303524864,2015-11-16 19:31:45,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,10.0,10.0,,,newfoundland,204,96
666345417576210432,2015-11-16 20:01:42,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,10.0,10.0,,,golden retriever,307,146
666353288456101888,2015-11-16 20:32:58,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,10.0,10.0,,,malamute,229,77
666362758909284353,2015-11-16 21:10:36,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,10.0,10.0,,,,804,595
666373753744588802,2015-11-16 21:54:18,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,10.0,10.0,,,soft-coated wheaten terrier,194,100
666396247373291520,2015-11-16 23:23:41,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,10.0,10.0,,,chihuahua,172,92
666407126856765440,2015-11-17 00:06:54,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,10.0,10.0,,,black-and-tan coonhound,113,44
666411507551481857,2015-11-17 00:24:19,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,10.0,10.0,,,,459,339
666418789513326592,2015-11-17 00:53:15,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,10.0,10.0,Walter,,toy terrier,129,48
666421158376562688,2015-11-17 01:02:40,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,10.0,10.0,,,blenheim spaniel,327,118
666428276349472768,2015-11-17 01:30:57,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,10.0,10.0,,,pembroke,171,90
666430724426358785,2015-11-17 01:40:41,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,10.0,10.0,,,irish terrier,330,204
666435652385423360,2015-11-17 02:00:15,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",10.0,10.0,,,chesapeake bay retriever,170,54
666437273139982337,2015-11-17 02:06:42,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,10.0,10.0,,,chihuahua,131,52
666447344410484738,2015-11-17 02:46:43,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,10.0,10.0,Scout,,curly-coated retriever,107,23
666454714377183233,2015-11-17 03:16:00,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,10.0,10.0,Kreggory,,dalmatian,545,223
666644823164719104,2015-11-17 15:51:26,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,10.0,10.0,Jimothy,,ibizan hound,238,88
666649482315059201,2015-11-17 16:09:56,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,10.0,10.0,,,border collie,923,608
666691418707132416,2015-11-17 18:56:35,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,10.0,10.0,Christoper,,german shepherd,196,51
666701168228331520,2015-11-17 19:35:19,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,10.0,10.0,Johm,,labrador retriever,449,234
666739327293083650,2015-11-17 22:06:57,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10.0,10.0,Lugan,,miniature poodle,244,71
666776908487630848,2015-11-18 00:36:17,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,10.0,10.0,Josep,,miniature pinscher,368,186
666781792255496192,2015-11-18 00:55:42,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10.0,10.0,Octaviath,,italian greyhound,404,211
666786068205871104,2015-11-18 01:12:41,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,10.0,10.0,,,,800,521
666804364988780544,2015-11-18 02:25:23,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,10.0,10.0,Jockson,,english setter,250,95
666817836334096384,2015-11-18 03:18:55,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,10.0,10.0,Jeph,,miniature schnauzer,540,267
666826780179869698,2015-11-18 03:54:28,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,10.0,10.0,,,maltese dog,266,105
666835007768551424,2015-11-18 04:27:09,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10.0,,,airedale,222,83
666837028449972224,2015-11-18 04:35:11,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,10.0,10.0,,,,857,584
666983947667116034,2015-11-18 14:18:59,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,10.0,10.0,Pepe,,,2679,1040
666996132027977728,2015-11-18 15:07:24,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,Carll,,,258,102
667012601033924608,2015-11-18 16:12:51,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,10.0,10.0,Klevin,,,471,237
667044094246576128,2015-11-18 18:17:59,12/10 gimme now https://t.co/QZAnwgnOMB,10.0,10.0,,,golden retriever,198,54
667062181243039745,2015-11-18 19:29:52,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10.0,Keet,,chesapeake bay retriever,227,57
667065535570550784,2015-11-18 19:43:11,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,10.0,10.0,,,,175,51
667073648344346624,2015-11-18 20:15:26,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,Dave,,chihuahua,425,134
667090893657276420,2015-11-18 21:23:57,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,10.0,10.0,Clybe,,chihuahua,349,132
667119796878725120,2015-11-18 23:18:48,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,Gabe,,pembroke,346,135
667138269671505920,2015-11-19 00:32:12,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10.0,,,west highland white terrier,4851,2387
667152164079423490,2015-11-19 01:27:25,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,10.0,10.0,Pipsy,,toy poodle,49720,18285
667160273090932737,2015-11-19 01:59:39,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,10.0,10.0,Bradlay,,golden retriever,268,66
667165590075940865,2015-11-19 02:20:46,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10.0,Churlie,,miniature pinscher,2819,1241
667171260800061440,2015-11-19 02:43:18,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,Kenneth,,giant schnauzer,235,97
667174963120574464,2015-11-19 02:58:01,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",10.0,10.0,Clarence,,toy poodle,262,88
667176164155375616,2015-11-19 03:02:47,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,10.0,10.0,,,soft-coated wheaten terrier,640,484
667177989038297088,2015-11-19 03:10:02,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,10.0,10.0,Daryl,,vizsla,200,58
667182792070062081,2015-11-19 03:29:07,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10.0,Timison,,golden retriever,15075,6618
667188689915760640,2015-11-19 03:52:34,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10.0,10.0,,,,784,449
667192066997374976,2015-11-19 04:05:59,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,10.0,10.0,,,rottweiler,414,115
667200525029539841,2015-11-19 04:39:35,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,10.0,10.0,Joshwa,,siberian husky,658,282
667211855547486208,2015-11-19 05:24:37,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,10.0,10.0,Genevieve,,golden retriever,516,258
667369227918143488,2015-11-19 15:49:57,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10.0,10.0,,,,385,173
667393430834667520,2015-11-19 17:26:08,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,10.0,10.0,Fwed,,papillon,211,60
667405339315146752,2015-11-19 18:13:27,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,10.0,10.0,Biden,,saint bernard,489,234
667435689202614272,2015-11-19 20:14:03,Ermergerd 12/10 https://t.co/PQni2sjPsm,10.0,10.0,,,rottweiler,326,89
667437278097252352,2015-11-19 20:20:22,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10.0,10.0,,,,483,257
667443425659232256,2015-11-19 20:44:47,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,10.0,10.0,,,,833,620
667453023279554560,2015-11-19 21:22:56,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,10.0,10.0,Cupcake,,labrador retriever,327,96
667455448082227200,2015-11-19 21:32:34,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,10.0,10.0,Reese,,tibetan terrier,203,66
667470559035432960,2015-11-19 22:32:36,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,10.0,10.0,Kohl,,toy poodle,273,102
667491009379606528,2015-11-19 23:53:52,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,10.0,10.0,,,borzoi,559,242
667495797102141441,2015-11-20 00:12:54,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,10.0,10.0,Philippe,,chihuahua,565,294
667502640335572993,2015-11-20 00:40:05,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,10.0,10.0,Hall,,labrador retriever,563,231
667509364010450944,2015-11-20 01:06:48,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,10.0,10.0,,,beagle,7148,2272
667517642048163840,2015-11-20 01:39:42,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,10.0,10.0,Dook,,italian greyhound,389,203
667524857454854144,2015-11-20 02:08:22,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,10.0,10.0,,,chesapeake bay retriever,1798,1198
667530908589760512,2015-11-20 02:32:25,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10.0,10.0,Naphaniel,,golden retriever,501,264
667534815156183040,2015-11-20 02:47:56,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",10.0,10.0,Frank,,pembroke,866,576
667538891197542400,2015-11-20 03:04:08,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",10.0,10.0,Klint,,yorkshire terrier,220,72
667544320556335104,2015-11-20 03:25:43,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10.0,10.0,Kial,,pomeranian,917,568
667546741521195010,2015-11-20 03:35:20,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,10.0,10.0,George,,toy poodle,355,138
667549055577362432,2015-11-20 03:44:31,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,10.0,10.0,,,,6138,2454
667724302356258817,2015-11-20 15:20:54,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,10.0,10.0,,,,517,341
667728196545200128,2015-11-20 15:36:22,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,10.0,10.0,Olive,,kuvasz,398,162
667766675769573376,2015-11-20 18:09:16,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,10.0,10.0,Calvin,,,476,243
667773195014021121,2015-11-20 18:35:10,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,10.0,10.0,Jessiga,,west highland white terrier,243,61
667782464991965184,2015-11-20 19:12:01,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,10.0,10.0,,,,434,261
667793409583771648,2015-11-20 19:55:30,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,10.0,10.0,,,dalmatian,736,358
667801013445750784,2015-11-20 20:25:43,OMIGOD 12/10 https://t.co/SVMF4Frf1w,10.0,10.0,,,flat-coated retriever,346,101
667806454573760512,2015-11-20 20:47:20,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10.0,Filup,,chihuahua,1111,535
667832474953625600,2015-11-20 22:30:44,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",10.0,10.0,,,miniature pinscher,303,68
667861340749471744,2015-11-21 00:25:26,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,10.0,10.0,Cheryl,,malamute,253,86
667866724293877760,2015-11-21 00:46:50,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10.0,10.0,Shaggy,,,3172,1110
667873844930215936,2015-11-21 01:15:07,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10.0,10.0,,,,667,440
667878741721415682,2015-11-21 01:34:35,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,10.2,10.0,Tedrick,,miniature pinscher,409,127
667885044254572545,2015-11-21 01:59:37,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10.0,Stu,,malamute,868,530
667886921285246976,2015-11-21 02:07:05,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,10.0,10.0,Erik,,pomeranian,2011,1180
667902449697558528,2015-11-21 03:08:47,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,10.0,10.0,Cleopatricia,,norwegian elkhound,905,396
667911425562669056,2015-11-21 03:44:27,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,10.0,10.0,,,,523,329
667915453470232577,2015-11-21 04:00:28,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10.0,Otis,,boxer,222,59
667924896115245057,2015-11-21 04:37:59,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,10.0,10.0,Jiminy,,labrador retriever,318,119
667937095915278337,2015-11-21 05:26:27,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,10.0,10.0,,,,1356,866
668113020489474048,2015-11-21 17:05:31,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,10.0,10.0,Alfie,,pembroke,709,265
668142349051129856,2015-11-21 19:02:04,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,10.0,10.0,,,,592,306
668154635664932864,2015-11-21 19:50:53,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,10.0,10.0,,,,522,336
668171859951755264,2015-11-21 20:59:20,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,10.0,10.0,Alfonso,,chihuahua,525,208
668190681446379520,2015-11-21 22:14:07,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,10.0,10.0,Skittles,,blenheim spaniel,696,210
668204964695683073,2015-11-21 23:10:52,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,10.0,10.0,Ron,,labrador retriever,586,206
668221241640230912,2015-11-22 00:15:33,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10.0,10.0,,,chow,537,215
668226093875376128,2015-11-22 00:34:50,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,10.0,10.0,,,,323,115
668237644992782336,2015-11-22 01:20:44,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10.0,10.0,Torque,,chow,6614,3100
668248472370458624,2015-11-22 02:03:45,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,10.0,10.0,Bisquick,,chihuahua,1056,523
668256321989451776,2015-11-22 02:34:57,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,10.0,10.0,Jareld,,pembroke,1385,667
668268907921326080,2015-11-22 03:24:58,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10.0,10.0,,,pembroke,592,261
668274247790391296,2015-11-22 03:46:11,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10.0,10.0,Sophie,,soft-coated wheaten terrier,886,248
668286279830867968,2015-11-22 04:33:59,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,10.0,10.0,Rusty,,golden retriever,535,149
668291999406125056,2015-11-22 04:56:43,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,10.0,10.0,,,,264,34
668297328638447616,2015-11-22 05:17:54,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,10.0,10.0,,,eskimo dog,656,319
668466899341221888,2015-11-22 16:31:42,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m,10.0,10.0,,,,936,560
668480044826800133,2015-11-22 17:23:57,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5,10.0,10.0,DayZ,,pug,491,162
668484198282485761,2015-11-22 17:40:27,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,10.0,10.0,,,standard poodle,453,253
668496999348633600,2015-11-22 18:31:19,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,10.0,10.0,Jo,,staffordshire bullterrier,436,146
668507509523615744,2015-11-22 19:13:05,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt,10.0,10.0,Chuk,,basenji,345,116
668528771708952576,2015-11-22 20:37:34,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,10.0,10.0,Gòrdón,,labrador retriever,496,242
